Num	Pinyin	IPA	Gender	Nt	F1	F2	F3	t
a1	ā	ɑ	F	1	813;	1402;	2917;	0.486;
ai1	āi	a‍i	F	2	1083;303;	1604;1914;	2644;2970;	0.744;0.894;
ai2	\a'i	a‍i	F	2	963;394;	1587;1993;	2763;3014;	0.569;0.824;
ai3	ǎi	a‍i	F	2	402;370;	2163;1986;	3011;3030;	0.779;0.769;
ai4	\a`i	a‍i	F	2	869;416;	1570;2151;	2684;2833;	0.516;0.661;
an1	ān	an	F	1	846;	1468;	2422;	0.433;
an4	\a`n	an	F	1	848;	1618;	2800;	0.239;
ang1	āng	ɑŋ	F	1	808;	1400;	2871;	0.451;
ang2	\a'ng	ɑŋ	F	1	902;	1273;	2591;	0.364;
ang4	\a`ng	ɑŋ	F	1	783;	1448;	2323;	0.371;
ao1	āo	ɑ‍u	F	2	843;635;	1130;905;	3110;3133;	0.411;0.461;
ao2	\a'o	ɑ‍u	F	2	829;417;	1149;788;	2884;2550;	0.331;0.456;
ba1	bā	pɑ	F	1	740;	1308;	2610;	0.419;
ba2	b\a'	pɑ	F	1	821;	1385;	2448;	0.518;
ba4	b\a`	pɑ	F	1	921;	1471;	2597;	0.304;
bai2	b\a'i	pa‍i	F	2	935;337;	1432;1864;	2610;2861;	0.307;0.572;
bai3	bǎi	pa‍i	F	2	921;317;	1500;2045;	2741;2977;	0.481;0.944;
bai4	b\a`i	pa‍i	F	2	981;981;	1529;1529;	2742;2742;	0.600;0.600;
ban1	bān	pan	F	1	928;	1455;	2670;	0.607;
ban3	bǎn	pan	F	1	430;	1773;	2900;	0.859;
ban4	b\a`n	pan	F	1	887;	1405;	2580;	0.281;
bang1	bāng	paŋ	F	1	849;	1419;	2708;	0.415;
bang4	b\a`ng	paŋ	F	1	838;	1469;	2778;	0.522;
bao1	bāo	pɑ‍u	F	2	829;537;	1163;860;	2936;2940;	0.685;0.770;
bao2	b\a'o	pɑ‍u	F	2	839;583;	1171;829;	2855;3199;	0.413;0.488;
bao3	bǎo	pɑ‍u	F	2	943;416;	1439;944;	2950;2826;	0.546;0.897;
bao4	b\a`o	pɑ‍u	F	2	837;547;	1162;1155;	2851;2815;	0.761;0.846;
bei1	bēi	pe‍i	F	2	390;325;	1996;1875;	3027;3159;	0.576;0.656;
bei3	běi	pe‍i	F	2	460;320;	2025;1783;	2970;2933;	0.397;0.523;
bei4	b\e`i	pe‍i	F	2	370;354;	1864;1823;	3001;2982;	0.589;0.594;
ben1	bēn	pən	F	1	535;	1676;	2453;	0.677;
ben3	běn	pən	F	1	487;	1805;	3111;	0.426;
ben4	b\e`n	pən	F	1	505;	1665;	2534;	0.324;
beng1	bēng	pəŋ	F	1	534;	1529;	2862;	0.689;
beng4	b\e`ng	pəŋ	F	1	519;	1551;	3119;	0.518;
bi1	bī	pi	F	1	319;	1844;	3141;	0.521;
bi2	b\i'	pi	F	1	307;	2250;	2861;	0.476;
bi3	bǐ	pi	F	1	300;	1880;	3072;	0.528;
bi4	b\i`	pi	F	1	307;	2036;	3131;	0.384;
bian1	biān	pi‍ɛn	F	2	352;674;	1542;1919;	2550;2647;	0.428;0.308;
bian3	biǎn	pi‍ɛn	F	2	360;605;	1807;2380;	2592;2857;	0.689;0.427;
bian4	bi\a`n	pi‍ɛn	F	2	393;656;	1580;2045;	2692;2832;	0.608;0.523;
biao1	biāo	pjɑ‍u	F	2	823;433;	1174;1236;	2821;2709;	0.568;0.658;
biao3	biǎo	pjɑ‍u	F	2	732;491;	1057;794;	3301;3037;	0.389;0.499;
biao4	bi\a`o	pjɑ‍u	F	2	912;912;	1275;1275;	2890;2890;	0.326;0.326;
bie1	biē	pi‍ɛ	F	2	409;635;	2237;1733;	3146;2509;	0.157;0.342;
bie2	bi\e'	pi‍ɛ	F	2	400;705;	2149;1686;	3000;2727;	0.649;0.859;
bie4	bi\e`	pi‍ɛ	F	2	393;606;	2598;2038;	3227;2607;	0.609;0.819;
bin1	bīn	pin	F	1	362;	1516;	2626;	0.515;
bin4	b\i`n	pin	F	1	327;	1532;	2677;	0.765;
bing1	bīng	piŋ	F	1	437;	2437;	3047;	0.091;
bing3	bǐng	piŋ	F	1	421;	2306;	3090;	0.264;
bing4	b\i`ng	piŋ	F	1	403;	2558;	3126;	0.376;
bo1	bō	po	F	1	532;	854;	3200;	0.417;
bo2	b\o'	po	F	1	535;	864;	3180;	0.516;
bo3	bǒ	po	F	1	493;	825;	3014;	0.316;
bo4	b\o`	po	F	1	527;	880;	3130;	0.492;
bu3	bǔ	pu	F	1	379;	785;	2849;	0.923;
bu4	b\u`	pu	F	1	404;	865;	2916;	0.574;
ca1	cā	t‍s‍hɑ	F	1	833;	1395;	2366;	0.778;
cai1	cāi	t‍s‍ha‍i	F	2	855;458;	1387;1457;	2673;2809;	0.495;0.610;
cai2	c\a'i	t‍s‍ha‍i	F	2	912;329;	1501;1866;	2660;2982;	0.529;0.798;
cai3	cǎi	t‍s‍ha‍i	F	2	366;347;	2292;2156;	3084;2988;	1.382;1.387;
cai4	c\a`i	t‍s‍ha‍i	F	2	873;495;	1457;2006;	2579;2716;	0.364;0.534;
can1	cān	t‍s‍han	F	1	823;	1528;	2457;	1.145;
can2	c\a'n	t‍s‍han	F	1	869;	1496;	2777;	0.567;
can3	cǎn	t‍s‍han	F	1	813;	1586;	2639;	0.881;
can4	c\a`n	t‍s‍han	F	1	842;	1500;	2672;	0.530;
cang1	cāng	t‍s‍haŋ	F	1	646;	1520;	2988;	0.647;
cang2	c\a'ng	t‍s‍haŋ	F	1	968;	1760;	3151;	0.603;
cao1	cāo	t‍s‍hɑ‍u	F	2	816;535;	1217;764;	2542;2783;	0.364;0.479;
cao2	c\a'o	t‍s‍hɑ‍u	F	2	838;475;	1200;779;	2930;2744;	0.256;0.413;
cao3	cǎo	t‍s‍hɑ‍u	F	2	939;404;	1427;822;	2879;2895;	0.520;0.829;
ce4	c\e`	t‍s‍ho-	F	1	630;	1294;	2861;	0.726;
cen1	cēn	t‍s‍hən	F	1	521;	1710;	2447;	0.532;
cha1	chā	t‍s.‍hɑ	F	1	806;	1306;	2828;	0.512;
cha2	ch\a'	t‍s.‍hɑ	F	1	845;	1205;	2613;	0.274;
cha4	ch\a`	t‍s.‍hɑ	F	1	854;	1216;	2604;	0.842;
chai1	chāi	t‍s.‍ha‍i	F	2	785;355;	1420;1770;	2131;2801;	0.597;0.742;
chai2	ch\a'i	t‍s.‍ha‍i	F	2	1001;316;	1666;1767;	2512;2754;	0.719;0.864;
chan1	chān	t‍s.‍han	F	1	799;	1400;	2178;	0.402;
chan2	ch\a'n	t‍s.‍han	F	1	847;	1428;	2859;	0.574;
chan3	chǎn	t‍s.‍han	F	1	494;	1786;	2874;	0.856;
chan4	ch\a`n	t‍s.‍han	F	1	878;	1510;	2745;	0.418;
chang1	chāng	t‍s.‍hɑŋ	F	1	796;	1340;	2675;	0.443;
chang2	ch\a'ng	t‍s.‍hɑŋ	F	1	850;	1364;	2942;	0.287;
chang3	chǎng	t‍s.‍hɑŋ	F	1	891;	1372;	2712;	0.455;
chang4	ch\a`ng	t‍s.‍haŋ	F	1	854;	1404;	2820;	0.406;
chao1	chāo	t‍s.‍hɑ‍u	F	2	749;395;	1260;786;	2945;2716;	0.687;0.877;
chao2	ch\a'o	t‍s.‍hɑ‍u	F	2	816;440;	1193;720;	2946;2703;	0.476;0.666;
chao3	chǎo	t‍s.‍hɑ‍u	F	2	811;449;	1197;803;	2701;3132;	0.438;0.708;
che1	chē	t‍s.‍ho-	F	1	606;	1020;	2941;	0.648;
che3	chě	t‍s.‍ho-	F	1	645;	1394;	2774;	0.856;
che4	ch\e`	t‍s.‍ho-	F	1	644;	1407;	3042;	0.826;
chen1	chēn	t‍s.‍hən	F	1	482;	1683;	2726;	0.698;
chen2	ch\e'n	t‍s.‍hən	F	1	500;	1758;	3034;	0.663;
chen4	ch\e`n	t‍s.‍hən	F	1	523;	1703;	2518;	0.652;
cheng1	chēng	t‍s.‍həŋ	F	1	557;	1504;	3119;	0.521;
cheng2	ch\e'ng	t‍s.‍həŋ	F	1	449;	1395;	2787;	0.435;
cheng4	ch\e`ng	t‍s.‍həŋ	F	1	569;	1666;	2907;	0.871;
chi1	chī	t‍s.‍hi.	F	1	450;	1953;	3112;	0.362;
chi2	ch\i'	t‍s.‍hi.	F	1	417;	1880;	3017;	0.523;
chi3	chǐ	t‍s.‍hi.	F	1	431;	1952;	3140;	0.545;
chi4	ch\i`	t‍s.‍hi.	F	1	433;	1861;	2997;	0.661;
chong1	chōng	t‍s.‍ho‍n‍ɡ	F	1	649;	949;	3063;	0.471;
chong2	ch\o'ng	t‍s.‍ho‍n‍ɡ	F	1	574;	1011;	2673;	0.937;
chong3	chǒng	t‍s.‍ho‍n‍ɡ	F	1	641;	1053;	3030;	0.686;
chong4	ch\o`ng	t‍s.‍ho‍n‍ɡ	F	1	612;	954;	2708;	0.916;
chou1	chōu	t‍s.‍ho‍u	F	2	607;497;	878;699;	3192;3081;	1.183;1.198;
chou2	ch\o'u	t‍s.‍ho‍u	F	2	522;394;	921;745;	3041;2954;	0.779;0.859;
chou3	chǒu	t‍s.‍ho‍u	F	2	536;475;	916;936;	2944;2910;	0.678;0.927;
chou4	ch\o`u	t‍s.‍ho‍u	F	2	536;445;	861;761;	3150;3129;	0.718;0.773;
chu1	chū	t‍s.‍hu	F	1	379;	734;	3079;	0.684;
chu2	ch\u'	t‍s.‍hu	F	1	415;	806;	3034;	0.427;
chu3	chǔ	t‍s.‍hu	F	1	412;	782;	3070;	0.826;
chu4	ch\u`	t‍s.‍hu	F	1	378;	755;	2891;	0.554;
chuai1	chuāi	t‍s.‍hu‍a‍i	F	3	576;842;467;	1304;1430;1498;	2644;2836;2847;	0.614;0.729;0.874;
chuai3	chuǎi	t‍s.‍hu‍a‍i	F	3	596;919;371;	1318;1299;2452;	2758;2877;3028;	0.346;0.491;0.815;
chuai4	chu\a`i	t‍s.‍hu‍a‍i	F	3	544;886;544;	1335;1363;1335;	2728;2616;2728;	0.570;0.675;0.570;
chuan1	chuān	t‍s.‍hu‍an	F	2	587;825;	1177;1382;	2806;2822;	0.651;0.746;
chuan2	chu\a'n	t‍s.‍hu‍an	F	2	372;816;	1098;1401;	2548;2936;	0.580;0.435;
chuan3	chuǎn	t‍s.‍hu‍an	F	2	644;866;	1239;1330;	2705;3002;	0.567;0.642;
chuan4	chu\a`n	t‍s.‍hu‍an	F	2	694;860;	1283;1438;	2608;2623;	0.395;0.470;
chuang1	chuāng	t‍s.‍hwɑŋ	F	1	626;	1075;	2663;	0.330;
chuang2	chu\a'ng	t‍s.‍hwɑŋ	F	1	773;	1149;	3176;	0.534;
chuang3	chuǎng	t‍s.‍hwɑŋ	F	1	457;	1585;	2884;	0.854;
chuang4	chu\a`ng	t‍s.‍hwɑŋ	F	1	819;	1158;	2945;	0.260;
chui1	chuī	t‍s.‍hu‍e‍i	F	3	450;408;325;	1643;1824;1925;	2895;2875;2907;	0.489;0.499;0.564;
chui2	chu\i'	t‍s.‍hu‍e‍i	F	3	406;385;320;	1421;1974;2211;	2759;3074;2896;	0.370;0.760;0.670;
chun1	chūn	t‍s.‍hu‍ən	F	2	552;551;	1510;1597;	2584;2603;	0.207;0.202;
chun2	ch\u'n	t‍s.‍hu‍ən	F	2	446;510;	1371;1705;	2916;3092;	0.448;0.513;
chun3	chǔn	t‍s.‍hu‍ən	F	2	542;486;	1365;1505;	2917;2794;	0.647;0.597;
chuo1	chuō	t‍s.‍hu‍o	F	2	431;544;	779;977;	2938;2417;	0.433;0.638;
chuo4	chu\o`	t‍s.‍hu‍o	F	2	489;581;	786;890;	3022;3180;	0.535;0.600;
ci2	c\i'	t‍s‍hi̪	F	1	424;	1883;	3057;	0.675;
ci3	cǐ	t‍s‍hi̪	F	1	425;	1872;	3358;	0.701;
ci4	c\i`	t‍s‍hi̪	F	1	406;	1926;	2991;	0.276;
cong1	cōng	t‍s‍ho‍n‍ɡ	F	1	469;	1099;	2735;	0.624;
cong2	c\o'ng	t‍s‍ho‍n‍ɡ	F	1	557;	929;	3146;	0.657;
cou4	c\o`u	t‍s‍ho‍u	F	2	535;474;	904;859;	3062;2761;	0.594;0.654;
cu1	cū	t‍s‍hu	F	1	390;	770;	2756;	0.484;
cu4	c\u`	t‍s‍hu	F	1	413;	846;	2773;	0.430;
cuan2	cu\a'n	t‍s‍hu‍an	F	2	347;891;	1265;1507;	2572;2410;	0.771;0.686;
cuan4	cu\a`n	t‍s‍hu‍an	F	2	610;924;	1064;1322;	3128;3051;	0.324;0.389;
cui1	cuī	t‍s‍hu‍e‍i	F	3	485;417;408;	1057;1787;1704;	3053;2852;2918;	0.773;0.818;0.828;
cui4	cu\i`	t‍s‍hu‍e‍i	F	3	614;508;508;	1477;2354;2354;	3020;2858;2858;	0.417;0.602;0.602;
cun1	cūn	t‍s‍hu‍ən	F	2	413;502;	1550;1574;	2966;3276;	0.379;0.434;
cun2	c\u'n	t‍s‍hu‍ən	F	2	333;493;	1441;1669;	2641;2695;	0.755;0.640;
cun3	cǔn	t‍s‍hu‍ən	F	2	522;519;	1298;1340;	2882;2937;	0.234;0.219;
cun4	c\u`n	t‍s‍hu‍ən	F	2	431;490;	1510;1582;	2598;2547;	0.464;0.454;
cuo1	cuō	t‍s‍hu‍o	F	2	470;549;	1013;976;	2929;3037;	0.472;0.487;
cuo2	cu\o'	t‍s‍hu‍o	F	2	448;527;	877;865;	3086;3034;	0.571;0.621;
cuo4	cu\o`	t‍s‍hu‍o	F	2	452;530;	831;878;	3037;3052;	0.498;0.513;
da1	dā	tɑ	F	1	930;	1383;	2198;	0.677;
da2	d\a'	tɑ	F	1	858;	1433;	2060;	0.552;
da3	dǎ	tɑ	F	1	896;	1481;	2830;	0.719;
da4	d\a`	tɑ	F	1	847;	1509;	2484;	0.623;
dai1	dāi	ta‍i	F	2	896;485;	1628;1777;	2555;2799;	0.633;0.718;
dai3	dǎi	ta‍i	F	2	1017;363;	1531;1822;	2657;2922;	0.485;0.760;
dai4	d\a`i	ta‍i	F	2	851;829;	1627;1911;	2539;2578;	0.377;0.527;
dan1	dān	tan	F	1	837;	1422;	2601;	0.512;
dan3	dǎn	tan	F	1	928;	1679;	2813;	0.446;
dan4	d\a`n	tan	F	1	847;	1624;	2465;	0.506;
dang1	dāng	taŋ	F	1	864;	1619;	2644;	0.450;
dang3	dǎng	taŋ	F	1	888;	1685;	2804;	0.133;
dang4	d\a`ng	taŋ	F	1	852;	1520;	2473;	0.423;
dao1	dāo	tɑ‍u	F	2	821;567;	1190;898;	2738;2628;	0.402;0.477;
dao3	dǎo	tɑ‍u	F	2	798;473;	1198;937;	2774;2863;	0.544;0.634;
dao4	d\a`o	tɑ‍u	F	2	831;535;	1134;925;	2772;2650;	0.318;0.383;
de	de	tə	F	1	652;	1731;	2983;	0.476;
de0	de	tə	F	1	652;	1731;	2983;	0.476;
de2	d\e'	tə	F	1	539;	1357;	2566;	0.666;
deng1	dēng	təŋ	F	1	497;	1697;	2434;	0.609;
deng3	děng	təŋ	F	1	508;	1582;	2774;	0.385;
deng4	d\e`ng	təŋ	F	1	547;	1702;	3257;	0.465;
di1	dī	ti	F	1	311;	1829;	3035;	0.959;
di2	d\i'	ti	F	1	332;	1875;	3154;	0.725;
di3	dǐ	ti	F	1	321;	2122;	3378;	0.219;
di4	d\i`	ti	F	1	283;	1826;	3056;	0.565;
dian1	diān	ti‍ɛn	F	2	319;615;	1778;2008;	2650;2456;	0.632;0.522;
dian3	diǎn	ti‍ɛn	F	2	403;452;	1891;1892;	2856;2720;	1.193;1.248;
dian4	di\a`n	ti‍ɛn	F	2	389;613;	1803;1974;	2650;2548;	0.420;0.400;
diao1	diāo	tjɑ‍u	F	2	795;492;	1186;791;	2917;2699;	0.629;0.699;
diao3	diǎo	tjɑ‍u	F	2	827;459;	1214;882;	2982;3063;	0.495;0.600;
diao4	di\a`o	tjɑ‍u	F	2	824;754;	1198;1145;	2553;2571;	0.958;0.968;
die1	diē	ti‍ɛ	F	2	432;668;	2235;1749;	2739;2941;	0.629;0.849;
die2	di\e'	ti‍ɛ	F	2	395;671;	1975;1734;	2921;2738;	0.939;1.189;
ding1	dīng	tiŋ	F	1	442;	1713;	3007;	0.602;
ding3	dǐng	tiŋ	F	1	380;	2478;	3026;	0.734;
ding4	d\i`ng	tiŋ	F	1	443;	1671;	3090;	0.752;
diu1	diū	ti‍o‍u	F	3	475;529;460;	2287;906;1035;	3047;2723;2706;	0.464;0.664;0.694;
dong1	dōng	to‍n‍ɡ	F	1	675;	933;	2736;	0.731;
dong3	dǒng	to‍n‍ɡ	F	1	603;	996;	3159;	0.704;
dong4	d\o`ng	to‍n‍ɡ	F	1	544;	974;	2934;	0.458;
dou1	dōu	to‍u	F	2	564;555;	858;820;	3102;2947;	0.472;0.482;
dou3	dǒu	to‍u	F	2	581;416;	945;1117;	2954;2870;	0.382;0.621;
dou4	d\o`u	to‍u	F	2	534;489;	886;827;	3293;3256;	0.840;0.905;
du1	dū	tu	F	1	387;	909;	2622;	0.667;
du2	d\u'	tu	F	1	427;	786;	2589;	0.536;
du3	dǔ	tu	F	1	393;	938;	2814;	0.945;
du4	d\u`	tu	F	1	463;	848;	3119;	0.746;
duan1	duān	tu‍an	F	2	595;864;	1123;1444;	3006;3141;	0.604;0.664;
duan3	duǎn	tu‍an	F	2	470;874;	1138;1354;	2864;2828;	0.736;0.846;
duan4	du\a`n	tu‍an	F	2	623;840;	1025;1474;	3014;3201;	0.097;0.187;
dui1	duī	tu‍e‍i	F	3	490;440;299;	1173;2131;2049;	2831;3018;3098;	0.311;0.456;0.536;
dui4	du\i`	tu‍e‍i	F	3	543;535;535;	1245;1351;1351;	2719;2776;2776;	0.469;0.449;0.449;
dun1	dūn	tu‍ən	F	2	524;529;	1237;1758;	3040;3189;	0.410;0.500;
dun3	dǔn	tu‍ən	F	2	484;494;	1085;1720;	3096;2843;	0.560;1.140;
dun4	d\u`n	tu‍ən	F	2	444;504;	1467;1637;	2830;3216;	0.530;0.505;
duo1	duō	tu‍o	F	2	481;528;	890;859;	2855;3119;	0.480;0.510;
duo2	du\o'	tu‍o	F	2	412;532;	897;852;	2920;3165;	0.290;0.410;
duo3	duǒ	tu‍o	F	2	438;491;	1021;1009;	3177;2993;	0.441;0.391;
duo4	du\o`	tu‍o	F	2	485;524;	903;910;	3209;3162;	0.676;0.701;
e1	ē	o-	F	1	624;	1420;	2968;	0.451;
e2	\e'	o-	F	1	567;	1344;	2994;	0.456;
e4	\e`	o-	F	1	643;	1310;	2894;	0.498;
en1	ēn	ən	F	1	499;	1771;	2637;	0.416;
en4	\e`n	ən	F	1	504;	1750;	2890;	0.510;
er2	\e'r	ə‍r	F	1	524;	1595;	2337;	0.623;
er3	ěr	ə‍r	F	1	597;	1665;	2180;	0.778;
er4	\e`r	ə‍r	F	1	542;	1753;	2317;	0.662;
fa1	fā	fɑ	F	1	797;	1297;	2728;	0.676;
fa2	f\a'	fɑ	F	1	776;	1399;	2670;	0.515;
fa3	fǎ	fɑ	F	1	896;	1446;	2650;	0.754;
fa4	f\a`	fɑ	F	1	795;	1321;	2485;	0.769;
fan1	fān	fan	F	1	849;	1448;	2715;	0.218;
fan2	f\a'n	fan	F	1	867;	1425;	2802;	0.504;
fan3	fǎn	fan	F	1	842;	1516;	2692;	0.614;
fan4	f\a`n	fan	F	1	862;	1471;	2529;	0.410;
fang1	fāng	faŋ	F	1	856;	1365;	2492;	0.466;
fang2	f\a'ng	faŋ	F	1	857;	1398;	2719;	0.343;
fang3	fǎng	faŋ	F	1	1014;	1440;	2691;	0.440;
fang4	f\a`ng	faŋ	F	1	860;	1425;	2997;	0.743;
fei1	fēi	fe‍i	F	2	441;349;	1776;1713;	2980;2989;	0.399;0.439;
fei2	f\e'i	fe‍i	F	2	423;323;	2017;1706;	2953;3163;	0.711;0.841;
fei3	fěi	fe‍i	F	2	393;323;	2146;1945;	2843;3050;	0.520;0.605;
fei4	f\e`i	fe‍i	F	2	403;335;	1891;1903;	2957;2861;	0.515;0.560;
fen1	fēn	fən	F	1	470;	1615;	2629;	0.747;
fen2	f\e'n	fən	F	1	501;	1711;	3197;	0.593;
fen3	fěn	fən	F	1	497;	1698;	3209;	0.387;
fen4	f\e`n	fən	F	1	512;	1654;	2494;	0.256;
feng1	fēng	fəŋ	F	1	544;	1120;	2954;	0.378;
feng2	f\e'ng	fəŋ	F	1	502;	1706;	2834;	0.808;
feng3	fěng	fəŋ	F	1	488;	1716;	3215;	0.910;
feng4	f\e`ng	fəŋ	F	1	612;	1224;	2872;	0.504;
fo2	f\o'	fo	F	1	595;	1065;	3113;	0.807;
fou2	f\o'u	fo‍u	F	2	528;409;	878;940;	3092;2560;	0.870;0.945;
fou3	fǒu	fo‍u	F	2	467;467;	939;939;	2762;2762;	0.376;0.376;
fu1	fū	fu	F	1	433;	754;	2922;	0.403;
fu2	f\u'	fu	F	1	417;	807;	2763;	0.900;
fu3	fǔ	fu	F	1	437;	949;	2737;	0.513;
fu4	f\u`	fu	F	1	438;	891;	2576;	0.611;
ga1	gā	kɑ	F	1	802;	1406;	2079;	0.351;
ga2	g\a'	kɑ	F	1	952;	1413;	2292;	0.780;
ga4	g\a`	kɑ	F	1	892;	1449;	2261;	0.977;
gai1	gāi	ka‍i	F	2	860;732;	1606;1727;	2557;2474;	0.255;0.240;
gai3	gǎi	ka‍i	F	2	880;312;	1626;1871;	2548;2947;	0.178;0.610;
gai4	g\a`i	ka‍i	F	2	900;675;	1544;1885;	2541;2644;	0.602;0.572;
gan1	gān	kan	F	1	902;	1500;	2219;	0.607;
gan3	gǎn	kan	F	1	904;	1794;	2728;	0.264;
gan4	g\a`n	kan	F	1	947;	1769;	2543;	0.293;
gang1	gāng	kaŋ	F	1	888;	1588;	2590;	0.491;
gang3	gǎng	kaŋ	F	1	982;	1532;	2564;	0.514;
gang4	g\a`ng	kaŋ	F	1	845;	1533;	2291;	0.534;
gao1	gāo	kɑ‍u	F	2	859;426;	1156;801;	3001;2594;	0.204;0.374;
gao3	gǎo	kɑ‍u	F	2	829;409;	1212;841;	3007;2545;	0.436;0.670;
gao4	g\a`o	kɑ‍u	F	2	905;905;	1515;1515;	2394;2394;	0.336;0.336;
ge1	gē	ko-	F	1	587;	1315;	2729;	0.426;
ge2	g\e'	ko-	F	1	572;	1254;	2555;	0.972;
ge3	gě	ko-	F	1	648;	1386;	3101;	0.394;
ge4	g\e`	ko-	F	1	589;	1359;	3056;	0.424;
gei3	gěi	ke‍i	F	2	343;292;	1825;1871;	3079;3044;	0.658;0.598;
gen1	gēn	kən	F	1	482;	1578;	2443;	0.464;
gen2	g\e'n	kən	F	1	519;	1563;	2646;	0.628;
gen3	gěn	kən	F	1	448;	1806;	2792;	1.083;
gen4	g\e`n	kən	F	1	522;	1692;	2407;	0.457;
geng1	gēng	kəŋ	F	1	509;	1673;	2680;	0.843;
geng3	gěng	kəŋ	F	1	553;	1697;	2745;	0.684;
geng4	g\e`ng	kəŋ	F	1	498;	1630;	3300;	0.317;
gong1	gōng	ko‍n‍ɡ	F	1	562;	804;	2840;	0.194;
gong3	gǒng	ko‍n‍ɡ	F	1	603;	961;	3179;	0.342;
gong4	g\o`ng	ko‍n‍ɡ	F	1	618;	867;	2886;	0.509;
gou1	gōu	ko‍u	F	2	538;430;	872;818;	2992;2740;	0.514;0.579;
gou3	gǒu	ko‍u	F	2	553;426;	965;882;	3160;2733;	0.664;0.901;
gou4	g\o`u	ko‍u	F	2	543;540;	902;844;	2903;3029;	0.569;0.559;
gu1	gū	ku	F	1	412;	822;	2755;	0.518;
gu2	g\u'	ku	F	1	423;	826;	2860;	0.505;
gu3	gǔ	ku	F	1	386;	768;	2489;	0.735;
gu4	g\u`	ku	F	1	465;	926;	2958;	0.333;
gua1	guā	kwɑ	F	1	854;	1209;	3110;	0.574;
gua3	guǎ	kwɑ	F	1	849;	1422;	3071;	1.147;
gua4	gu\a`	kwɑ	F	1	845;	1173;	3058;	0.376;
guai1	guāi	ku‍a‍i	F	3	397;918;416;	822;1415;1629;	2585;2610;2857;	0.131;0.271;0.421;
guai3	guǎi	ku‍a‍i	F	3	479;892;353;	922;1342;1845;	2610;3098;2882;	0.720;0.855;1.220;
guai4	gu\a`i	ku‍a‍i	F	3	507;991;502;	939;1397;968;	2992;2477;2876;	0.284;0.399;0.279;
guan1	guān	kwan	F	1	877;	1415;	3098;	0.543;
guan2	gu\a'n	kwan	F	1	952;	1316;	2810;	0.279;
guan3	guǎn	kwan	F	1	957;	1334;	2941;	0.634;
guan4	gu\a`n	kwan	F	1	879;	1524;	2720;	0.586;
guang1	guāng	kwaŋ	F	1	803;	1173;	2715;	0.566;
guang3	guǎng	kwaŋ	F	1	875;	1205;	3059;	0.870;
guang4	gu\a`ng	kwaŋ	F	1	711;	1233;	2883;	0.674;
gui1	guī	ku‍e‍i	F	3	444;476;456;	827;2128;2221;	2591;2898;2855;	0.765;0.975;0.980;
gui3	guǐ	ku‍e‍i	F	3	410;443;381;	836;2375;2578;	2517;2948;3113;	0.463;0.844;0.879;
gui4	gu\i`	ku‍e‍i	F	3	516;613;470;	842;2007;1214;	2692;2854;2581;	0.457;0.672;0.437;
gun1	gūn	ku‍ən	F	2	486;497;	927;1634;	2736;3002;	0.387;0.477;
gun3	gǔn	ku‍ən	F	2	475;514;	966;1598;	2914;3206;	0.480;0.580;
gun4	g\u`n	ku‍ən	F	2	607;487;	1026;1636;	3025;3145;	0.479;0.564;
guo1	guō	ku‍o	F	2	400;531;	879;896;	2579;3051;	0.429;0.479;
guo2	gu\o'	ku‍o	F	2	390;514;	900;891;	3036;3074;	0.219;0.259;
guo3	guǒ	ku‍o	F	2	390;532;	949;985;	2613;3029;	0.474;0.579;
guo4	gu\o`	ku‍o	F	2	428;496;	877;975;	2608;2867;	0.286;0.306;
ha1	hā	xɑ	F	1	824;	1321;	2402;	0.268;
ha2	h\a'	xɑ	F	1	816;	1422;	2747;	0.298;
hai1	hāi	xa‍i	F	2	826;344;	1529;1796;	2681;2870;	0.243;0.428;
hai2	h\a'i	xa‍i	F	2	975;349;	1474;1837;	2744;3002;	0.593;0.833;
hai3	hǎi	xa‍i	F	2	955;383;	1462;2097;	2903;2939;	0.168;0.623;
hai4	h\a`i	xa‍i	F	2	920;409;	1447;1638;	2766;2953;	0.403;0.598;
han1	hān	xan	F	1	865;	1522;	2406;	0.240;
han2	h\a'n	xan	F	1	887;	1573;	2796;	0.209;
han3	hǎn	xan	F	1	454;	1940;	2961;	1.141;
han4	h\a`n	xan	F	1	893;	1526;	2892;	0.150;
hang1	hāng	xaŋ	F	1	863;	1403;	2933;	0.294;
hang2	h\a'ng	xaŋ	F	1	870;	1405;	2747;	0.838;
hang3	hǎng	xaŋ	F	1	881;	1409;	2609;	0.553;
hang4	h\a`ng	xaŋ	F	1	859;	1430;	2455;	0.459;
hao1	hāo	xɑ‍u	F	2	828;553;	1192;837;	2964;2933;	0.945;1.020;
hao2	h\a'o	xɑ‍u	F	2	830;513;	1202;746;	2942;2717;	0.512;0.627;
hao3	hǎo	xɑ‍u	F	2	902;412;	1241;1020;	2938;2738;	0.437;0.636;
hao4	h\a`o	xɑ‍u	F	2	818;673;	1243;966;	2808;2783;	0.320;0.410;
he1	hē	xo-	F	1	639;	1194;	2719;	0.559;
he2	h\e'	xo-	F	1	610;	1338;	2989;	0.752;
he4	h\e`	xo-	F	1	616;	1392;	2895;	0.583;
hei1	hēi	xe‍i	F	2	414;345;	2051;1862;	2956;3070;	0.269;0.384;
hen2	h\e'n	xən	F	1	504;	1658;	2976;	0.383;
hen3	hěn	xən	F	1	505;	1723;	2890;	1.038;
