Pinyin	IPA	Gender	Nt	F1	F2	F3	t
qie2	 t‍ɕ‍hˈi‍ɛ	F	2	390;688;	2079;1801;	2867;2667;	0.351;0.591;
qie3	 t‍ɕ‍hˈi‍ɛ	F	2	349;656;	1678;1733;	2595;2585;	0.987;0.887;
qie4	 t‍ɕ‍hˈi‍ɛ	F	2	420;680;	1913;1710;	3000;2536;	0.515;0.620;
qin1	 t‍ɕ‍hˈin	F	1	363;	1873;	2837;	0.466;
qin2	 t‍ɕ‍hˈin	F	1	290;	1634;	2812;	0.740;
qin3	 t‍ɕ‍hˈin	F	1	332;	1615;	2843;	1.049;
qin4	 t‍ɕ‍hˈin	F	1	415;	1970;	3046;	0.430;
qing1	 t‍ɕ‍hˈiŋ	F	1	345;	2270;	3108;	0.660;
qing2	 t‍ɕ‍hˈiŋ	F	1	367;	2218;	3066;	0.562;
qing3	 t‍ɕ‍hˈiŋ	F	1	411;	1764;	3025;	0.821;
qing4	 t‍ɕ‍hˈiŋ	F	1	404;	2108;	3114;	0.356;
qiong2	 t‍ɕ‍hˈuŋ	F	1	638;	915;	3155;	0.464;
qiu1	 t‍ɕ‍hˈi‍o‍u	F	3	409;541;541;	1806;747;747;	2849;2813;2813;	0.199;0.334;0.334;
qiu2	 t‍ɕ‍hˈi‍o‍u	F	3	546;533;405;	1299;866;673;	2585;3103;3015;	0.220;0.345;0.435;
qu1	 t‍ɕ‍hˈy	F	1	369;	1876;	2618;	0.804;
qu2	 t‍ɕ‍hˈy	F	1	330;	2149;	2557;	0.518;
qu3	 t‍ɕ‍hˈy	F	1	345;	2113;	2680;	0.790;
qu4	 t‍ɕ‍hˈy	F	1	385;	1694;	2560;	0.699;
quan1	 t‍ɕ‍hˈy‍æn	F	2	365;681;	1597;1708;	2504;2522;	0.537;0.477;
quan2	 t‍ɕ‍hˈy‍æn	F	2	328;698;	1677;1615;	2691;2815;	0.583;0.797;
quan3	 t‍ɕ‍hˈy‍æn	F	2	351;593;	1744;1943;	2601;2689;	0.917;0.510;
quan4	 t‍ɕ‍hˈy‍æn	F	2	484;667;	2034;1765;	2664;2277;	0.227;0.362;
que1	 t‍ɕ‍hˈy‍ɛ	F	2	406;691;	2170;1809;	2691;2769;	0.303;0.388;
que2	 t‍ɕ‍hˈy‍ɛ	F	2	412;685;	2118;1699;	2713;2443;	0.369;0.614;
que4	 t‍ɕ‍hˈy‍ɛ	F	2	432;662;	2092;1752;	2654;2730;	0.354;0.394;
qun2	 t‍ɕ‍hˈy‍in	F	2	351;351;	1773;1773;	2681;2681;	0.647;0.647;
ran2	 ʐˈan	F	1	900;	1521;	2682;	0.212;
ran3	 ʐˈan	F	1	887;	1536;	2560;	0.353;
rang2	 ʐˈaŋ	F	1	848;	1423;	2390;	0.388;
rang3	 ʐˈaŋ	F	1	879;	1508;	2647;	0.393;
rang4	 ʐˈaŋ	F	1	863;	1440;	2405;	0.593;
rao2	 ʐˈɑ‍u	F	2	826;422;	1179;664;	2946;2965;	0.750;0.865;
rao3	 ʐˈɑ‍u	F	2	817;366;	1194;772;	3022;2401;	0.564;0.744;
rao4	 ʐˈɑ‍u	F	2	830;830;	1171;1171;	2972;2972;	0.532;0.532;
re3	 ʐˈo-	F	1	535;	1239;	2258;	1.088;
re4	 ʐˈo-	F	1	543;	1300;	2398;	0.597;
ren2	 ʐˈən	F	1	485;	1786;	2532;	0.674;
ren3	 ʐˈən	F	1	516;	1705;	3025;	0.552;
ren4	 ʐˈən	F	1	506;	1789;	2221;	0.191;
reng1	 ʐˈəŋ	F	1	502;	1833;	2256;	0.245;
reng2	 ʐˈəŋ	F	1	474;	1620;	2820;	0.555;
ri4	 ʐˈi.	F	1	431;	1936;	2657;	0.505;
rong2	 ʐˈo‍n‍ɡ	F	1	609;	878;	3096;	0.490;
rong3	 ʐˈo‍n‍ɡ	F	1	604;	960;	3318;	0.423;
rou2	 ʐˈo‍u	F	2	528;404;	864;691;	3120;2730;	0.379;0.469;
rou4	 ʐˈo‍u	F	2	567;426;	825;739;	3310;3059;	0.448;0.488;
ru2	 ʐˈu	F	1	378;	734;	2738;	0.351;
ru3	 ʐˈu	F	1	399;	725;	2616;	0.729;
ru4	 ʐˈu	F	1	385;	749;	2770;	0.762;
ruan3	 ʐˈu‍an	F	2	316;873;	1016;1490;	2292;2526;	0.214;0.444;
rui4	 ʐˈu‍e‍i	F	3	395;437;319;	1188;2185;1820;	2109;2754;2874;	0.345;0.510;0.580;
run4	 ʐˈu‍ən	F	2	354;513;	1437;1619;	2036;2195;	0.286;0.316;
ruo4	 ʐˈu‍o	F	2	556;565;	989;970;	3170;3210;	0.385;0.390;
sa1	 sˈɑ	F	1	838;	1409;	2240;	0.384;
sa3	 sˈɑ	F	1	874;	1415;	2420;	0.676;
sa4	 sˈɑ	F	1	927;	1382;	2452;	0.371;
sai1	 sˈa‍i	F	2	849;298;	1384;1532;	2677;2770;	0.247;0.442;
sai4	 sˈa‍i	F	2	861;304;	1423;1639;	2086;2634;	0.362;0.477;
san1	 sˈan	F	1	866;	1605;	2533;	0.219;
san3	 sˈan	F	1	838;	1485;	1987;	0.540;
san4	 sˈan	F	1	847;	1411;	2191;	0.707;
sang1	 sˈaŋ	F	1	857;	1479;	2340;	0.375;
sang3	 sˈaŋ	F	1	863;	1387;	2566;	0.460;
sang4	 sˈaŋ	F	1	850;	1512;	2465;	0.644;
sao1	 sˈɑ‍u	F	2	840;602;	1305;1429;	2305;2752;	0.540;0.480;
sao3	 sˈɑ‍u	F	2	839;376;	1155;927;	2743;2510;	0.621;0.771;
sao4	 sˈɑ‍u	F	2	832;750;	1176;1045;	2506;2901;	0.512;0.567;
se4	 sˈo-	F	1	580;	1327;	2966;	0.569;
seng1	 sˈəŋ	F	1	511;	1608;	2980;	0.287;
sha1	 s.ˈɑ	F	1	815;	1262;	2512;	0.476;
sha3	 s.ˈɑ	F	1	853;	1370;	2735;	0.636;
sha4	 s.ˈɑ	F	1	822;	1202;	2847;	0.528;
shai1	 s.ˈa‍i	F	2	856;360;	1445;1726;	2189;2777;	0.385;0.500;
shai4	 s.ˈa‍i	F	2	863;563;	1485;1622;	2659;2917;	0.573;0.533;
shan1	 s.ˈan	F	1	856;	1447;	2706;	0.335;
shan3	 s.ˈan	F	1	873;	1492;	2646;	0.318;
shan4	 s.ˈan	F	1	865;	1438;	2313;	0.655;
shang1	 s.ˈaŋ	F	1	841;	1452;	2430;	0.418;
shang3	 s.ˈaŋ	F	1	497;	1332;	2703;	0.645;
shang4	 s.ˈaŋ	F	1	864;	1408;	2515;	0.323;
shao1	 s.ˈɑ‍u	F	2	818;471;	1194;975;	2754;2649;	0.382;0.502;
shao2	 s.ˈɑ‍u	F	2	822;448;	1204;828;	2662;2662;	0.440;0.615;
shao3	 s.ˈɑ‍u	F	2	827;454;	1189;882;	2973;2797;	0.520;0.680;
shao4	 s.ˈɑ‍u	F	2	843;589;	1169;1462;	2470;2980;	0.408;0.273;
she1	 s.ˈo-	F	1	600;	1248;	2700;	0.642;
she2	 s.ˈo-	F	1	493;	1365;	2658;	0.632;
she3	 s.ˈo-	F	1	640;	1361;	2901;	0.728;
she4	 s.ˈo-	F	1	685;	1241;	2973;	0.461;
shei2	 s.ˈe‍i	F	2	438;299;	1877;1964;	2782;3046;	0.476;0.576;
shen1	 s.ˈən	F	1	531;	1649;	2296;	0.515;
shen2	 s.ˈən	F	1	502;	1754;	2967;	0.316;
shen3	 s.ˈən	F	1	503;	1757;	2945;	0.754;
shen4	 s.ˈən	F	1	527;	1622;	2137;	0.409;
sheng1	 s.ˈəŋ	F	1	510;	1761;	3057;	0.312;
sheng2	 s.ˈəŋ	F	1	520;	1722;	2667;	1.236;
sheng3	 s.ˈəŋ	F	1	497;	1725;	3007;	0.591;
sheng4	 s.ˈəŋ	F	1	519;	1745;	3176;	0.404;
shi1	 s.ˈi.	F	1	439;	1838;	2691;	0.519;
shi2	 s.ˈi.	F	1	423;	1892;	2929;	0.525;
shi3	 s.ˈi.	F	1	431;	1914;	2812;	0.543;
shi4	 s.ˈi.	F	1	430;	1957;	3028;	0.447;
shu1	 s.ˈu	F	1	393;	723;	2894;	0.470;
shu2	 s.ˈu	F	1	401;	858;	2721;	0.494;
shu3	 s.ˈu	F	1	411;	827;	2949;	0.861;
shu4	 s.ˈu	F	1	409;	845;	2936;	0.593;
shua1	 s.wˈɑ	F	1	815;	1205;	2990;	0.338;
shua3	 s.wˈɑ	F	1	794;	1187;	2673;	0.428;
shuai1	 s.ˈu‍a‍i	F	3	521;858;302;	1403;1451;1673;	2672;2555;2877;	0.465;0.580;0.720;
shuai3	 s.ˈu‍a‍i	F	3	568;845;319;	1329;1442;1694;	2620;2630;2885;	0.603;0.748;1.055;
shuai4	 s.ˈu‍a‍i	F	3	637;843;637;	1487;1321;1487;	2729;2744;2729;	0.540;0.590;0.540;
shuan1	 s.ˈu‍an	F	2	567;841;	1433;1427;	2227;2763;	0.588;0.538;
shuang1	 s.wˈɑŋ	F	1	793;	1158;	2968;	0.438;
shuang3	 s.wˈɑŋ	F	1	823;	1217;	2905;	0.456;
shui3	 s.wˈe‍i	F	2	404;320;	2108;2030;	2829;2916;	0.825;0.925;
shui4	 s.wˈe‍i	F	2	484;345;	1939;2300;	2809;2772;	0.561;0.586;
shun3	 s.wˈo-n	F	1	558;	1435;	2970;	0.544;
shun4	 s.wˈo-n	F	1	607;	1700;	3027;	0.380;
shuo1	 s.wˈo	F	1	531;	945;	3029;	0.587;
shuo4	 s.wˈo	F	1	565;	986;	3138;	0.414;
si1	 sˈi̪	F	1	420;	1741;	2683;	0.537;
si3	 sˈi̪	F	1	432;	1847;	2810;	0.841;
si4	 sˈi̪	F	1	442;	1839;	2784;	0.976;
song1	 sˈo‍n‍ɡ	F	1	608;	859;	2642;	0.518;
song3	 sˈo‍n‍ɡ	F	1	624;	988;	3037;	0.395;
song4	 sˈo‍n‍ɡ	F	1	710;	1173;	3054;	0.242;
sou1	 sˈo‍u	F	2	516;455;	899;868;	3057;2553;	0.425;0.485;
sou3	 sˈo‍u	F	2	533;425;	919;847;	3102;3073;	0.562;0.652;
su1	 sˈu	F	1	378;	854;	3003;	0.689;
su4	 sˈu	F	1	419;	865;	2620;	0.397;
suan1	 sˈu‍an	F	2	516;745;	1395;1331;	3011;2843;	0.416;0.496;
suan4	 sˈu‍an	F	2	448;747;	1398;1396;	2492;2027;	0.472;0.412;
sui1	 sˈu‍e‍i	F	3	383;469;317;	1429;1757;1695;	2977;2744;2917;	0.857;0.822;0.912;
sui2	 sˈu‍e‍i	F	3	317;398;324;	1477;1882;1668;	3003;2999;2952;	0.782;0.717;0.797;
sui3	 sˈu‍e‍i	F	3	551;372;318;	1442;1891;1841;	2932;2934;3033;	0.291;0.721;0.636;
sui4	 sˈu‍e‍i	F	3	511;458;448;	1583;2241;2313;	2953;2904;2815;	0.712;0.872;0.877;
sun1	 sˈu‍ən	F	2	399;489;	1559;1649;	2671;3072;	0.709;0.492;
sun3	 sˈu‍ən	F	2	517;498;	1447;1749;	2846;2847;	0.410;0.480;
suo1	 sˈu‍o	F	2	518;518;	870;887;	2938;2924;	0.287;0.282;
suo3	 sˈu‍o	F	2	516;538;	969;940;	2839;2873;	0.468;0.478;
ta1	 t‍hˈɑ	F	1	773;	1469;	2684;	0.324;
ta3	 t‍hˈɑ	F	1	852;	1284;	1925;	0.486;
ta4	 t‍hˈɑ	F	1	895;	1423;	2310;	0.417;
tai1	 t‍hˈa‍i	F	2	888;314;	1441;1770;	2499;2928;	0.517;0.712;
tai2	 t‍hˈa‍i	F	2	843;316;	1434;1830;	2678;2929;	0.261;0.566;
tai4	 t‍hˈa‍i	F	2	883;505;	1434;2282;	1980;2747;	0.652;0.807;
tan1	 t‍hˈan	F	1	756;	1600;	2501;	0.356;
tan2	 t‍hˈan	F	1	880;	1506;	2514;	0.368;
tan3	 t‍hˈan	F	1	842;	1489;	2280;	0.370;
tan4	 t‍hˈan	F	1	842;	1492;	2200;	0.470;
tang1	 t‍hˈaŋ	F	1	841;	1435;	2531;	0.639;
tang2	 t‍hˈaŋ	F	1	853;	1431;	2684;	0.454;
tang3	 t‍hˈaŋ	F	1	894;	1411;	2778;	0.260;
tang4	 t‍hˈaŋ	F	1	809;	1449;	2521;	0.163;
tao1	 t‍hˈɑ‍u	F	2	837;423;	1185;793;	2865;2643;	0.360;0.500;
tao2	 t‍hˈɑ‍u	F	2	828;431;	1175;719;	2941;2580;	0.492;0.617;
tao3	 t‍hˈɑ‍u	F	2	833;455;	1194;841;	2893;3408;	0.431;0.591;
tao4	 t‍hˈɑ‍u	F	2	836;595;	1140;934;	2700;2136;	0.262;0.337;
te4	 t‍hˈə	F	1	658;	1695;	2701;	0.233;
teng2	 t‍hˈəŋ	F	1	564;	1752;	2698;	0.708;
ti1	 t‍hˈi	F	1	355;	2214;	2898;	0.432;
ti2	 t‍hˈi	F	1	346;	1927;	3176;	0.466;
ti3	 t‍hˈi	F	1	313;	1990;	2834;	0.713;
ti4	 t‍hˈi	F	1	384;	1943;	3006;	0.196;
tian1	 t‍hˈi‍ɛn	F	2	355;595;	1657;1882;	2545;2539;	0.285;0.260;
tian2	 t‍hˈi‍ɛn	F	2	351;627;	1625;1753;	2594;2518;	0.728;0.586;
tian3	 t‍hˈi‍ɛn	F	2	378;633;	1705;1864;	2500;2675;	0.574;0.484;
tian4	 t‍hˈi‍ɛn	F	2	298;636;	1835;1911;	2531;2560;	0.556;0.451;
tiao1	 t‍hjˈɑ‍u	F	2	773;418;	1266;793;	2294;2335;	0.419;0.529;
tiao2	 t‍hjˈɑ‍u	F	2	811;438;	1208;817;	2860;2328;	0.890;1.005;
tiao3	 t‍hjˈɑ‍u	F	2	825;507;	1190;890;	3120;2657;	0.769;0.899;
tiao4	 t‍hjˈɑ‍u	F	2	817;645;	1513;1653;	2297;2760;	0.357;0.337;
tie1	 t‍hˈi‍ɛ	F	2	340;629;	2104;1857;	2896;2566;	0.185;0.325;
tie3	 t‍hˈi‍ɛ	F	2	396;647;	2293;1763;	3025;2508;	0.311;0.531;
tie4	 t‍hˈi‍ɛ	F	2	383;664;	2044;1914;	2897;2676;	0.401;0.541;
ting1	 t‍hˈiŋ	F	1	346;	2159;	2769;	0.336;
ting2	 t‍hˈiŋ	F	1	363;	1663;	2573;	0.616;
ting3	 t‍hˈiŋ	F	1	386;	1950;	2947;	0.543;
tong1	 t‍hˈo‍n‍ɡ	F	1	544;	892;	2845;	0.390;
tong2	 t‍hˈo‍n‍ɡ	F	1	533;	942;	3166;	0.664;
tong3	 t‍hˈo‍n‍ɡ	F	1	577;	1100;	3067;	0.265;
tong4	 t‍hˈo‍n‍ɡ	F	1	574;	1079;	2553;	0.414;
tou1	 t‍hˈo‍u	F	2	567;456;	852;694;	3158;3010;	0.655;0.690;
tou2	 t‍hˈo‍u	F	2	528;393;	883;756;	3135;3001;	0.701;0.801;
tou4	 t‍hˈo‍u	F	2	552;467;	819;774;	3178;3008;	0.348;0.378;
tu1	 t‍hˈu	F	1	408;	740;	2571;	0.391;
tu2	 t‍hˈu	F	1	376;	729;	2510;	0.572;
tu3	 t‍hˈu	F	1	379;	752;	2746;	0.384;
tu4	 t‍hˈu	F	1	388;	749;	2657;	0.252;
tuan1	 t‍hˈu‍an	F	2	619;892;	957;1427;	2764;2690;	0.258;0.343;
tuan2	 t‍hˈu‍an	F	2	484;840;	987;1428;	2764;2329;	0.252;0.397;
tui1	 t‍hˈu‍e‍i	F	3	451;434;297;	1093;2049;1863;	2615;2802;2914;	0.328;0.468;0.558;
tui2	 t‍hˈu‍e‍i	F	3	451;400;288;	898;2256;1686;	2831;2902;3003;	0.159;0.424;0.514;
tui3	 t‍hˈu‍e‍i	F	3	423;388;341;	883;1989;2075;	2635;2809;2797;	0.546;1.015;1.030;
tui4	 t‍hˈu‍e‍i	F	3	600;564;564;	1148;2435;2435;	2597;2891;2891;	0.396;0.526;0.526;
tun1	 t‍hwˈu‍ən	F	2	404;478;	919;1583;	2726;2568;	0.241;0.352;
tun2	 t‍hwˈu‍ən	F	2	414;482;	933;1618;	2670;2830;	0.878;0.978;
tun3	 t‍hwˈu‍ən	F	2	437;492;	900;1691;	2871;2993;	0.357;0.643;
tun4	 t‍hwˈu‍ən	F	2	473;505;	1021;1508;	2872;2781;	0.239;0.329;
tuo1	 t‍hˈu‍o	F	2	398;534;	772;913;	3063;3215;	0.200;0.415;
tuo2	 t‍hˈu‍o	F	2	390;546;	790;913;	3011;3124;	0.335;0.610;
tuo3	 t‍hˈu‍o	F	2	441;537;	843;882;	2950;3140;	0.395;0.490;
tuo4	 t‍hˈu‍o	F	2	543;560;	800;897;	3055;3100;	0.240;0.290;
wa1	 wˈɑ	F	1	874;	1193;	3084;	0.432;
wa2	 wˈɑ	F	1	843;	1160;	2948;	0.442;
wa3	 wˈɑ	F	1	845;	1134;	2599;	0.378;
wa4	 wˈɑ	F	1	834;	1140;	3120;	0.203;
wai1	 wˈa‍i	F	2	922;279;	1364;1518;	2817;2932;	0.254;0.394;
wai4	 wˈa‍i	F	2	921;468;	1393;845;	2540;2753;	0.369;0.264;
wan1	 wˈɑn	F	1	835;	1173;	3189;	0.342;
wan2	 wˈɑn	F	1	862;	1134;	2911;	0.440;
wan3	 wˈɑn	F	1	873;	1215;	2895;	0.552;
wan4	 wˈɑn	F	1	843;	1174;	3148;	0.324;
wang1	 wˈɑŋ	F	1	788;	1146;	2827;	0.353;
wang2	 wˈɑŋ	F	1	876;	1153;	3049;	0.374;
wang3	 wˈɑŋ	F	1	838;	1158;	3043;	0.300;
wang4	 wˈɑŋ	F	1	822;	1189;	3210;	0.517;
wei1	 wˈe‍i	F	2	439;320;	2032;1723;	2888;2950;	0.401;0.461;
wei2	 wˈe‍i	F	2	446;307;	2190;1903;	2887;3011;	0.296;0.451;
wei3	 wˈe‍i	F	2	414;340;	1852;1952;	3043;2860;	0.875;0.530;
wei4	 wˈe‍i	F	2	450;312;	1861;1740;	2889;2849;	0.672;0.722;
wen1	 wˈu‍ən	F	2	427;525;	732;1719;	2806;2901;	0.327;0.392;
wen2	 wˈu‍ən	F	2	368;495;	776;1855;	2599;2627;	0.517;0.652;
wen3	 wˈu‍ən	F	2	389;490;	782;1618;	2612;2574;	0.537;0.757;
wen4	 wˈu‍ən	F	2	430;516;	818;1820;	2565;2724;	0.276;0.381;
weng1	 wˈu‍əŋ	F	2	384;535;	717;882;	2883;3066;	0.444;0.539;
weng3	 wˈu‍əŋ	F	2	375;490;	735;1410;	2712;2576;	0.459;0.764;
weng4	 wˈu‍əŋ	F	2	376;565;	848;1268;	2961;2707;	0.358;0.513;
wo1	 wˈo	F	1	550;	843;	3134;	0.382;
wo3	 wˈo	F	1	536;	833;	3131;	0.572;
wo4	 wˈo	F	1	543;	847;	3091;	0.391;
wu1	 wˈu	F	1	373;	735;	2473;	0.341;
wu2	 wˈu	F	1	366;	742;	2477;	0.194;
wu3	 wˈu	F	1	381;	722;	2585;	0.927;
wu4	 wˈu	F	1	378;	756;	2810;	0.677;
xi1	 ɕˈi	F	1	341;	1906;	3099;	0.688;
xi2	 ɕˈi	F	1	348;	2229;	2892;	0.592;
xi3	 ɕˈi	F	1	320;	2022;	2938;	0.718;
xi4	 ɕˈi	F	1	350;	1902;	3045;	0.601;
xia1	 ɕˈi‍ɑ	F	2	300;813;	1804;1546;	2774;2688;	0.878;0.733;
xia2	 ɕˈi‍ɑ	F	2	601;819;	1604;1508;	2803;2531;	0.889;0.781;
xia4	 ɕˈi‍ɑ	F	2	438;933;	2262;1776;	2952;2339;	0.686;0.746;
xian1	 ɕˈi‍ɛn	F	2	430;685;	2462;1824;	3011;2502;	0.823;0.958;
xian2	 ɕˈi‍ɛn	F	2	343;610;	1827;2096;	2566;2829;	0.425;0.390;
xian3	 ɕˈi‍ɛn	F	2	322;516;	1921;2340;	2899;2942;	1.068;0.784;
xian4	 ɕˈi‍ɛn	F	2	397;648;	1734;1938;	2541;2357;	0.660;0.635;
xiang1	 ɕˈi‍ɑŋ	F	2	558;787;	2253;1613;	3202;2995;	0.463;0.528;
xiang2	 ɕˈi‍ɑŋ	F	2	366;754;	1391;1429;	2779;2386;	0.795;0.629;
xiang3	 ɕˈi‍ɑŋ	F	2	391;821;	1698;1410;	2623;2384;	1.251;0.839;
xiang4	 ɕˈi‍ɑŋ	F	2	630;894;	2229;1716;	2803;2397;	0.339;0.399;
xiao1	 ɕjˈɑ‍u	F	2	811;647;	1200;926;	3047;3155;	0.662;0.712;
xiao2	 ɕjˈɑ‍u	F	2	818;511;	1208;731;	2822;2896;	0.733;0.889;
xiao3	 ɕjˈɑ‍u	F	2	855;501;	1154;802;	3035;2707;	0.919;1.064;
xiao4	 ɕjˈɑ‍u	F	2	955;601;	1302;1986;	2647;2783;	0.645;0.540;
xie1	 ɕˈi‍ɛ	F	2	323;698;	2390;1758;	3109;2614;	0.713;0.908;
xie2	 ɕˈi‍ɛ	F	2	389;658;	2480;1741;	3204;2594;	0.445;0.730;
xie3	 ɕˈi‍ɛ	F	2	387;722;	2323;1781;	2855;2429;	0.301;0.536;
xie4	 ɕˈi‍ɛ	F	2	385;655;	2254;1742;	2939;2598;	0.452;0.647;
xin1	 ɕˈin	F	1	340;	1634;	2890;	0.527;
xin4	 ɕˈin	F	1	321;	1739;	2742;	0.793;
xing1	 ɕˈiŋ	F	1	363;	2370;	3098;	0.359;
xing2	 ɕˈiŋ	F	1	367;	1538;	2932;	0.820;
xing3	 ɕˈiŋ	F	1	361;	1864;	2990;	0.620;
xing4	 ɕˈiŋ	F	1	358;	1513;	2919;	0.628;
xiong1	 ɕˈyŋ	F	1	464;	2104;	2631;	0.405;
xiong2	 ɕˈyŋ	F	1	422;	1789;	2633;	0.613;
xiu1	 ɕˈi‍o‍u	F	3	506;583;530;	1834;884;739;	2689;2702;2756;	0.482;0.597;0.627;
xiu3	 ɕˈi‍o‍u	F	3	390;533;426;	1974;859;798;	2616;3065;3168;	0.458;0.740;0.810;
xiu4	 ɕˈi‍o‍u	F	3	425;662;662;	2129;976;976;	2673;2949;2949;	0.415;0.530;0.530;
xu1	 ɕˈy	F	1	367;	2130;	2613;	0.805;
xu2	 ɕˈy	F	1	329;	2170;	2641;	0.508;
xu3	 ɕˈy	F	1	335;	1993;	2510;	0.530;
xu4	 ɕˈy	F	1	377;	1753;	2612;	0.833;
xuan1	 ɕˈy‍æn	F	2	358;660;	2214;1860;	2683;2674;	0.603;0.723;
xuan2	 ɕˈy‍æn	F	2	320;631;	1742;1926;	2685;2771;	1.247;1.122;
xuan3	 ɕˈy‍æn	F	2	300;673;	1572;1814;	2800;2913;	1.393;1.215;
xuan4	 ɕˈy‍æn	F	2	424;629;	1943;2083;	2692;3172;	0.707;0.687;
xue1	 ɕˈy‍ɛ	F	2	402;655;	2177;1741;	2623;2801;	0.757;0.857;
xue2	 ɕˈy‍ɛ	F	2	439;707;	2112;1737;	2638;2648;	0.541;0.696;
xue3	 ɕˈy‍ɛ	F	2	399;761;	2369;1862;	2842;2553;	0.509;0.649;
xue4	 ɕˈy‍ɛ	F	2	542;659;	2265;2164;	2686;2797;	0.385;0.435;
xun1	 ɕˈy‍ən	F	2	335;395;	1607;1620;	2724;2481;	0.845;0.770;
xun2	 ɕˈy‍ən	F	2	378;479;	1826;1447;	2682;2686;	0.769;0.884;
xun4	 ɕˈy‍ən	F	2	379;521;	2168;2319;	3060;2766;	0.769;0.664;
ya1	 jˈi‍ɑ	F	2	325;832;	2409;1449;	2996;2552;	0.256;0.451;
ya2	 jˈi‍ɑ	F	2	686;827;	1491;1317;	2461;2289;	0.534;0.514;
ya3	 jˈi‍ɑ	F	2	353;1042;	2374;1464;	3074;2789;	0.217;0.582;
ya4	 jˈi‍ɑ	F	2	348;1061;	1942;1647;	2807;2450;	0.261;0.391;
yan1	 jˈi‍ɛn	F	2	306;629;	1900;1820;	2525;2546;	0.382;0.362;
yan2	 jˈi‍ɛn	F	2	343;649;	1773;1877;	2475;2671;	0.521;0.431;
yan3	 jˈi‍ɛn	F	2	342;679;	2098;1925;	2976;2509;	0.929;0.859;
yan4	 jˈi‍ɛn	F	2	292;627;	1943;1830;	2700;2431;	0.470;0.420;
yang1	 jˈi‍ɑŋ	F	2	355;758;	2370;1464;	2937;2363;	0.310;0.450;
yang2	 jˈi‍ɑŋ	F	2	331;756;	2363;1525;	2892;2558;	0.163;0.348;
yang3	 jˈi‍ɑŋ	F	2	334;819;	2408;1350;	3324;2376;	0.141;0.486;
yang4	 jˈi‍ɑŋ	F	2	402;1007;	2445;1665;	3074;2724;	0.534;0.639;
yao1	 jˈɑ‍u	F	2	834;468;	1202;936;	2854;2668;	0.337;0.427;
yao2	 jˈɑ‍u	F	2	823;530;	1202;898;	3060;2727;	0.467;0.572;
yao3	 jˈɑ‍u	F	2	1010;563;	1493;1859;	2800;2470;	0.755;0.655;
yao4	 jˈɑ‍u	F	2	884;884;	1262;1262;	2581;2581;	0.409;0.409;
ye1	 jˈi‍ɛ	F	2	350;608;	1738;1841;	2960;2704;	0.501;0.426;
ye2	 jˈi‍ɛ	F	2	327;689;	2174;1866;	3101;2581;	0.309;0.574;
ye3	 jˈi‍ɛ	F	2	316;632;	2366;2010;	2932;2490;	0.190;0.350;
ye4	 jˈi‍ɛ	F	2	357;724;	2417;1898;	3030;2568;	0.125;0.320;
yi1	 jˈi	F	1	319;	2131;	2931;	0.323;
yi2	 jˈi	F	1	339;	1965;	3046;	0.644;
yi3	 jˈi	F	1	310;	1887;	2957;	0.453;
yi4	 jˈi	F	1	303;	1769;	3008;	0.507;
yin1	 jˈin	F	1	384;	1665;	2794;	0.500;
yin2	 jˈin	F	1	339;	1829;	2744;	0.412;
yin3	 jˈin	F	1	355;	2120;	2907;	0.269;
yin4	 jˈin	F	1	350;	1887;	2863;	0.440;
ying1	 jˈiŋ	F	1	347;	2570;	3316;	0.301;
ying2	 jˈiŋ	F	1	331;	2402;	3075;	0.167;
ying3	 jˈiŋ	F	1	268;	1661;	2681;	0.680;
ying4	 jˈiŋ	F	1	408;	1754;	3181;	0.378;
yong1	 ˈy‍uŋ	F	2	362;669;	2240;912;	2709;2897;	0.512;0.597;
yong2	 ˈy‍uŋ	F	2	359;493;	1468;1141;	2901;2747;	0.708;0.643;
yong3	 ˈy‍uŋ	F	2	300;602;	1668;864;	2748;2667;	0.733;0.337;
yong4	 ˈy‍uŋ	F	2	383;673;	2256;832;	2735;2927;	0.535;0.630;
you1	 jˈi‍o‍u	F	3	346;542;503;	2474;851;770;	2817;3088;2816;	0.240;0.400;0.450;
you2	 jˈi‍o‍u	F	3	320;530;407;	2454;896;725;	2810;2882;2560;	0.155;0.300;0.430;
you3	 jˈi‍o‍u	F	3	405;560;403;	1984;857;751;	2738;3039;3073;	0.251;0.511;0.616;
you4	 jˈi‍o‍u	F	3	334;656;656;	2605;942;942;	3067;3104;3104;	0.330;0.490;0.490;
yu1	 ʲˈy	F	1	337;	1863;	2636;	0.713;
yu2	 ʲˈy	F	1	333;	2110;	2758;	0.466;
yu3	 ʲˈy	F	1	313;	1765;	2523;	0.269;
yu4	 ʲˈy	F	1	337;	2079;	2603;	0.656;
yuan1	 ˈy‍æn	F	2	325;628;	1746;1953;	2611;2570;	0.332;0.287;
yuan2	 ˈy‍æn	F	2	309;673;	1666;2087;	2637;2773;	0.451;0.391;
yuan3	 ˈy‍æn	F	2	353;650;	1742;1891;	2722;2400;	0.676;0.606;
yuan4	 ˈy‍æn	F	2	323;662;	2231;1873;	2558;2428;	0.408;0.583;
yue1	 ˈy‍ɛ	F	2	327;697;	2146;1800;	2698;2627;	0.269;0.429;
yue4	 ˈy‍ɛ	F	2	330;737;	2057;1783;	2474;2472;	0.235;0.460;
